login_count,activity_count,resources_viewed,days_inactive,average_grade,assignments_submitted,forum_posts,completion_rate,quiz_attempts_count,dropout
45.0,497,439.0,916,0.0,7,0,1.0,0,0
58.0,561,480.0,659,6.0,9,0,1.0,1,0
18.0,165,120.0,999,0.0,0,0,0.0,0,1
12.0,214,188.0,918,0.0,6,0,1.0,0,0
1.0,2,1.0,1895,0.0,0,0,0.0,0,1
1.0,3,1.0,1897,0.0,0,0,0.0,0,1
46.0,462,393.0,1382,6.0,10,0,1.0,2,0
1.0,7,3.0,999,0.0,0,0,0.0,0,1
41.0,517,451.0,999,0.0,0,0,0.0,0,1
38.0,356,288.0,1585,0.0,0,0,0.0,0,1
21.0,311,275.0,1788,0.0,0,0,0.0,0,1
2.0,17,13.0,999,0.0,0,0,0.0,0,1
18.0,263,232.0,1457,0.0,7,0,1.0,0,0
3.0,49,41.0,999,0.0,0,0,1.0,0,1
33.0,377,337.0,912,0.0,5,0,0.8,0,0
1.0,6,3.0,999,0.0,0,0,0.0,0,1
915.0,1693,758.0,910,0.0,8,0,1.0,0,0
16.0,240,202.0,999,0.0,0,0,0.0,0,1
45.0,477,410.0,999,0.0,0,0,1.0,0,1
49.0,589,504.0,1522,0.0,2,0,0.88235,1,0
33.0,378,338.0,917,0.0,3,0,1.0,0,0
23.0,239,196.0,999,0.0,0,0,0.0,0,1
48.0,301,219.0,1457,6.0,2,0,1.0,1,0
29.0,262,216.0,877,0.0,4,0,1.0,0,0
26.0,311,262.0,999,0.0,0,0,0.0,0,1
32.0,259,207.0,1781,0.0,0,0,0.0,0,1
1.0,8,7.0,1687,0.0,0,0,0.0,0,1
47.0,612,537.0,1456,6.0,9,0,1.0,1,0
2.0,7,5.0,1769,0.0,0,0,0.0,0,1
3.0,20,17.0,1710,0.0,0,0,0.0,0,1
40.0,360,307.0,914,0.0,7,0,0.95238,0,0
819.0,1541,700.0,999,0.0,0,0,0.0,0,1
2.0,4,2.0,1914,0.0,0,0,0.0,0,1
26.0,313,251.0,1566,0.0,2,0,1.0,1,0
53.0,546,465.0,1352,7.0,8,0,1.0,3,0
36.0,495,422.0,999,0.0,0,0,0.0,0,1
22.0,328,285.0,1552,0.0,0,0,0.0,0,1
3.0,11,6.0,999,0.0,0,0,0.0,0,1
2.0,12,6.0,1713,0.0,0,0,0.0,0,1
37.0,334,279.0,999,0.0,0,0,0.0,0,1
51.0,429,338.0,910,0.0,7,0,1.0,0,0
32.0,309,245.0,1510,0.0,2,0,0.85714,1,0
328.0,642,292.0,1517,0.0,1,0,0.92857,0,0
30.0,415,367.0,212,0.0,1,0,0.4375,1,0
30.0,286,230.0,999,0.0,0,0,0.0,0,1
24.0,277,221.0,1517,0.0,2,0,1.0,1,0
3.0,41,34.0,1720,0.0,0,0,0.0,0,1
39.0,503,444.0,1457,4.0,9,0,0.9,3,0
9.0,40,30.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
1.0,3,1.0,999,0.0,0,0,0.0,0,1
1.0,16,15.0,999,0.0,0,0,0.0,0,1
2.0,8,6.0,999,0.0,0,0,0.0,0,1
1.0,4,3.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
1.0,3,1.0,999,0.0,0,0,0.0,0,1
1.0,3,1.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
1.0,4,3.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
3.0,7,4.0,1762,0.0,0,0,0.0,0,1
4.0,13,9.0,1925,0.0,0,0,0.0,0,1
1.0,9,6.0,1782,0.0,0,0,0.0,0,1
1.0,13,12.0,1715,0.0,0,0,0.0,0,1
1.0,6,3.0,1633,0.0,0,0,0.0,0,1
4.0,32,28.0,1526,0.0,0,0,1.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
2.0,17,10.0,1927,0.0,0,0,0.0,0,1
1.0,11,6.0,1714,0.0,0,0,0.0,0,1
1.0,9,5.0,1714,0.0,0,0,0.0,0,1
4.0,13,9.0,1779,0.0,0,0,0.0,0,1
12.0,69,45.0,1692,0.0,0,0,0.0,0,1
1.0,5,2.0,999,0.0,0,0,0.0,0,1
1.0,6,2.0,999,0.0,0,0,0.0,0,1
2.0,5,3.0,1783,0.0,0,0,0.0,0,1
1.0,4,2.0,999,0.0,0,0,0.0,0,1
1.0,14,7.0,1714,0.0,0,0,0.0,0,1
1.0,3,2.0,1713,0.0,0,0,1.0,0,1
1.0,8,6.0,999,0.0,0,0,0.66667,0,1
1.0,6,3.0,999,0.0,0,0,0.0,0,1
1.0,5,3.0,999,0.0,0,0,0.0,0,1
3.0,11,8.0,1676,0.0,0,0,0.0,0,1
2.0,6,4.0,1722,0.0,0,0,0.0,0,1
1.0,28,22.0,1724,0.0,0,0,0.0,0,1
48.0,441,381.0,1936,0.0,0,0,0.0,0,1
56.0,498,419.0,1788,0.0,0,0,1.0,0,1
37.0,272,213.0,999,0.0,0,0,1.0,0,1
3.0,27,19.0,1712,0.0,0,0,1.0,0,1
23.0,424,390.0,999,0.0,0,0,0.0,0,1
101.0,696,572.0,1421,0.0,0,0,0.0,0,1
34.0,532,477.0,999,0.0,2,0,1.0,0,0
1.0,4,1.0,999,0.0,0,0,0.0,0,1
1.0,19,17.0,1726,0.0,0,0,0.0,0,1
23.0,743,701.0,1562,0.0,0,0,0.0,0,1
1.0,10,9.0,1726,0.0,0,0,0.0,0,1
1.0,5,3.0,1408,0.0,0,0,0.0,0,1
20.0,494,434.0,1584,0.0,0,0,0.0,0,1
1.0,9,6.0,999,0.0,0,0,0.0,0,1
1.0,4,3.0,1724,0.0,0,0,1.0,0,1
5.0,24,15.0,1722,0.0,0,0,0.0,0,1
5.0,16,11.0,1722,0.0,0,0,0.0,0,1
1.0,4,3.0,1762,0.0,0,0,0.0,0,1
901.0,1432,531.0,1784,0.0,0,0,0.0,0,1
1.0,15,12.0,1732,0.0,0,0,0.0,0,1
38.0,399,344.0,909,0.0,7,0,0.875,0,0
28.0,344,285.0,872,0.0,2,0,0.33333,0,0
66.0,419,335.0,1785,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
3.0,11,8.0,999,0.0,0,0,0.0,0,1
3.0,12,7.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
2.0,7,3.0,999,0.0,0,0,0.0,0,1
2.0,7,5.0,999,0.0,0,0,0.0,0,1
3.0,13,8.0,999,0.0,0,0,0.0,0,1
1.0,7,5.0,999,0.0,0,0,0.0,0,1
1.0,4,1.0,999,0.0,0,0,0.0,0,1
1.0,5,2.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
2.0,6,3.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
1.0,3,1.0,999,0.0,0,0,0.0,0,1
3.0,30,22.0,999,0.0,0,0,0.0,0,1
2.0,8,2.0,999,0.0,0,0,0.0,0,1
1.0,4,1.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
18.0,214,178.0,1930,0.0,2,0,1.0,0,0
36.0,498,426.0,1298,18.33333,2,0,0.85714,1,0
21.0,296,251.0,999,0.0,2,0,1.0,0,0
16.0,335,306.0,999,0.0,2,0,1.0,0,0
13.0,187,146.0,1784,0.0,2,0,0.66667,0,0
32.0,314,264.0,851,0.0,2,0,1.0,0,0
24.0,439,382.0,854,0.0,2,0,1.0,0,0
58.0,646,559.0,377,0.0,2,0,1.0,0,0
31.0,341,278.0,891,0.0,2,0,1.0,0,0
22.0,309,259.0,999,0.0,2,0,1.0,0,0
25.0,425,378.0,999,0.0,2,0,0.66667,0,0
31.0,352,286.0,999,0.0,2,0,0.57143,0,0
25.0,187,157.0,885,0.0,2,0,1.0,0,0
10.0,145,117.0,999,0.0,0,0,0.0,0,1
65.0,488,383.0,1772,0.0,2,0,0.66667,0,0
2.0,8,6.0,1711,0.0,0,0,0.0,0,1
35.0,463,398.0,891,0.0,2,0,1.0,0,0
69.0,971,842.0,1783,0.0,2,0,0.6,0,0
1.0,2,1.0,999,0.0,0,0,0.0,0,1
1.0,35,26.0,1298,19.0,0,0,0.0,1,1
14.0,264,226.0,1298,10.0,2,0,0.66667,1,0
3.0,112,98.0,1298,8.916665,0,0,1.0,2,0
2.0,60,44.0,1298,13.90476,0,0,0.0,2,1
46.0,607,529.0,178,8.56667,21,0,0.95455,1,0
2.0,33,28.0,1298,20.0,0,0,0.0,1,1
11.0,124,102.0,1296,8.208335,0,0,0.5,2,0
2.0,33,26.0,1298,14.0,0,0,0.0,1,1
14.0,88,62.0,1298,20.0,0,0,0.0,1,0
3.0,49,39.0,1298,17.0,0,0,0.0,1,0
2.0,49,38.0,1297,16.190473333,0,0,1.0,3,0
30.0,649,588.0,803,19.0,2,0,1.0,1,0
1.0,31,25.0,1298,19.0,0,0,0.0,1,1
52.0,710,624.0,176,9.41667,21,0,0.82759,1,0
1.0,9,7.0,1576,0.0,0,0,0.0,0,1
1.0,8,5.0,999,0.0,0,0,0.0,0,1
6.0,109,96.0,1298,10.75,0,0,0.0,2,0
2.0,80,69.0,1298,9.0,0,0,0.0,2,1
2.0,34,29.0,1298,19.0,0,0,1.0,1,1
1.0,12,7.0,999,0.0,0,0,0.0,0,1
42.0,340,284.0,1428,0.0,6,0,1.0,0,0
76.0,794,635.0,1555,0.0,6,0,1.0,0,0
55.0,510,388.0,1519,0.0,2,0,1.0,1,0
98.0,785,642.0,1004,0.0,1,0,1.0,1,0
1.0,4,3.0,999,0.0,0,0,0.66667,0,1
25.0,203,144.0,999,0.0,1,0,0.66667,1,0
1.0,2,1.0,999,0.0,0,0,0.0,0,1
2.0,5,2.0,999,0.0,0,0,0.0,0,1
1.0,3,1.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,1895,0.0,0,0,0.0,0,1
11.0,29,9.0,999,0.0,0,0,0.0,0,1
1.0,3,2.0,999,0.0,0,0,0.0,0,1
2.0,5,3.0,999,0.0,0,0,0.0,0,1
2.0,26,24.0,999,0.0,0,0,0.0,0,1
1.0,12,10.0,999,0.0,0,0,0.0,0,1
2.0,6,4.0,1919,0.0,0,0,0.0,0,1
4.0,26,18.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,1831,0.0,0,0,0.5,0,1
1.0,10,9.0,1731,0.0,0,1,0.0,0,1
2.0,13,5.0,1690,0.0,0,0,0.0,0,1
2.0,10,4.0,999,0.0,0,0,0.0,0,1
1.0,2,1.0,1787,0.0,0,0,0.0,0,1
0.0,5,4.0,999,0.0,0,0,0.0,0,1
1.0,8,5.0,999,0.0,0,0,0.0,0,1
28.0,288,229.0,999,0.0,0,0,0.0,0,1
1.0,8,4.0,999,0.0,0,0,0.0,0,1
4.0,13,9.0,999,0.0,0,0,1.0,0,1
14.0,170,140.0,999,0.0,2,0,1.0,0,0
1.0,10,7.0,999,0.0,0,0,0.0,0,1
1.0,11,10.0,1440,0.0,0,0,0.0,0,1
1.0,2,1.0,1935,0.0,0,0,0.0,0,1
1.0,7,4.0,999,0.0,0,0,0.0,0,1
204.0,4062,2874.0,0,0.0,0,1,0.8,0,0
1.0,2,1.0,1887,0.0,0,0,1.0,0,1
86.0,1776,665.0,17,0.0,0,0,0.0,0,0
377.0,13490,11286.0,2,0.0,0,0,0.0,0,0
0.0,10,5.0,1765,0.0,0,0,0.0,0,1
3.0,26,18.0,1731,0.0,0,0,0.0,0,1
147.0,1390,1235.0,44,0.0,0,0,0.0,0,0
5.0,47,35.0,1726,0.0,0,0,0.0,0,1
1.0,16,11.0,1716,0.0,0,0,0.0,0,1
1.0,7,4.0,1706,0.0,0,0,0.0,0,1
5.0,37,23.0,1719,0.0,0,0,0.0,0,1
2.0,21,15.0,1675,0.0,0,0,0.0,0,1
3.0,40,32.0,1698,0.0,0,0,0.0,0,1
1.0,10,5.0,1724,0.0,0,0,0.0,0,1
6.0,25,15.0,1457,0.0,0,0,0.0,0,1
1.0,2,0.0,999,0.0,0,0,0.0,0,1
3.0,77,61.0,1720,0.0,0,0,0.0,0,1
1.0,7,2.0,1725,0.0,0,0,0.0,0,1
5.0,44,35.0,1641,0.0,0,0,1.0,0,1
5.0,42,31.0,1623,0.0,0,0,1.0,0,1
6.0,43,30.0,1645,0.0,0,0,0.5,0,1
3.0,37,26.0,1682,0.0,0,0,1.0,0,1
4.0,53,44.0,1682,0.0,0,0,0.0,0,1
1.0,29,24.0,1714,0.0,0,0,1.0,0,1
13.0,110,88.0,1592,0.0,0,0,0.0,0,1
2.0,4,1.0,999,0.0,0,0,0.0,0,1
1.0,10,7.0,1714,0.0,0,0,0.0,0,1
20.0,122,97.0,1618,0.0,0,0,0.0,0,1
6.0,35,25.0,1630,0.0,0,0,1.0,0,1
4.0,4,0.0,999,0.0,0,0,0.0,0,1
7.0,78,63.0,1671,0.0,0,0,1.0,0,1
1.0,40,37.0,1646,0.0,0,0,0.66667,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
2.0,16,10.0,1712,0.0,0,0,0.0,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
1.0,5,2.0,1714,0.0,0,0,0.0,0,1
5.0,42,28.0,1677,0.0,0,0,0.0,0,1
14.0,118,99.0,1602,0.0,0,0,0.0,0,1
3.0,25,16.0,1716,0.0,0,0,0.0,0,1
11.0,60,45.0,1600,0.0,0,0,0.0,0,1
5.0,76,62.0,1614,0.0,0,0,0.0,0,1
14.0,109,91.0,1622,0.0,0,0,0.0,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
3.0,13,4.0,1658,0.0,0,0,0.0,0,1
4.0,42,32.0,1639,0.0,0,0,1.0,0,1
1.0,9,3.0,1655,0.0,0,0,0.0,0,1
3.0,3,0.0,999,0.0,0,0,0.0,0,1
1.0,2,0.0,999,0.0,0,0,0.0,0,1
1.0,11,6.0,1642,0.0,0,0,1.0,0,1
2.0,15,9.0,1710,0.0,0,0,0.0,0,1
1.0,18,14.0,1716,0.0,0,0,0.0,0,1
12.0,119,98.0,1393,0.0,0,0,0.0,0,1
16.0,108,88.0,1614,0.0,0,0,0.0,0,1
9.0,46,33.0,1631,0.0,0,0,0.0,0,1
17.0,128,105.0,939,0.0,0,0,0.0,0,1
11.0,175,148.0,1298,11.25,0,0,1.0,3,0
1.0,26,22.0,1714,0.0,0,0,0.0,0,1
7.0,45,30.0,1618,0.0,0,0,0.0,0,1
3.0,43,36.0,1646,0.0,0,0,0.0,0,1
42.0,181,130.0,30,0.0,0,0,1.0,0,0
3.0,20,11.0,1675,0.0,0,0,0.0,0,1
5.0,21,11.0,1675,0.0,0,0,0.0,0,1
32.0,229,189.0,1596,0.0,0,0,0.25,0,1
13.0,73,56.0,1612,0.0,0,0,0.0,0,1
1.0,32,29.0,1714,0.0,0,0,0.0,0,1
3.0,49,38.0,1707,0.0,0,0,1.0,0,1
2.0,13,7.0,1694,0.0,0,0,0.0,0,1
1.0,5,1.0,999,0.0,0,0,0.0,0,1
1.0,7,4.0,1714,0.0,0,0,0.0,0,1
22.0,190,164.0,1627,0.0,0,0,0.0,0,1
1.0,13,10.0,1681,0.0,0,0,0.0,0,1
2.0,10,5.0,1673,0.0,0,0,0.0,0,1
1.0,4,1.0,999,0.0,0,0,0.0,0,1
1.0,6,2.0,1716,0.0,0,0,0.0,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
5.0,31,22.0,1614,0.0,0,0,0.0,0,1
2.0,12,6.0,1676,0.0,0,0,1.0,0,1
2.0,37,31.0,1677,0.0,0,0,0.0,0,1
3.0,7,2.0,999,0.0,0,0,0.0,0,1
1.0,4,1.0,1675,0.0,0,0,0.0,0,1
1.0,8,3.0,1716,0.0,0,0,0.0,0,1
4.0,26,13.0,1677,0.0,0,0,0.0,0,1
2.0,6,2.0,999,0.0,0,0,0.0,0,1
3.0,20,13.0,1670,0.0,0,0,0.0,0,1
6.0,64,52.0,1631,0.0,0,0,0.0,0,1
5.0,6,0.0,999,0.0,0,0,0.0,0,1
27.0,182,127.0,1574,0.0,0,0,0.0,0,1
6.0,49,38.0,1619,0.0,0,0,0.0,0,1
1.0,10,4.0,1716,0.0,0,0,0.0,0,1
17.0,164,142.0,1607,0.0,0,0,0.0,0,1
26.0,214,184.0,1220,0.0,0,0,0.5,0,1
1.0,129,122.0,1614,0.0,0,0,0.0,0,1
10.0,62,36.0,1623,0.0,0,0,0.0,0,1
45.0,453,384.0,891,0.0,2,0,1.0,0,0
20.0,192,161.0,832,0.0,0,0,0.0,0,1
6.0,72,59.0,1629,0.0,0,0,0.0,0,1
3.0,18,9.0,1651,0.0,0,0,0.0,0,1
25.0,152,123.0,1513,0.0,0,0,0.0,0,1
16.0,139,117.0,1230,0.0,0,0,0.0,0,1
1.0,15,9.0,1716,0.0,0,0,0.0,0,1
2.0,4,0.0,999,0.0,0,0,0.0,0,1
1.0,10,5.0,1661,0.0,0,0,0.0,0,1
2.0,2,0.0,999,0.0,0,0,0.0,0,1
13.0,101,84.0,1614,0.0,0,0,1.0,0,1
9.0,200,179.0,1298,10.5,0,0,1.0,2,0
1.0,15,9.0,1675,0.0,0,0,0.0,0,1
35.0,212,167.0,1608,0.0,0,0,0.0,0,1
2.0,17,11.0,1716,0.0,0,0,0.0,0,1
12.0,84,60.0,1616,0.0,0,0,0.0,0,1
1.0,11,5.0,1714,0.0,0,0,0.33333,0,1
1.0,12,8.0,1714,0.0,0,0,0.0,0,1
60.0,397,331.0,1614,0.0,0,0,0.9375,0,1
2.0,14,7.0,1675,0.0,0,0,0.0,0,1
1.0,1,0.0,999,0.0,0,0,0.0,0,1
3.0,170,161.0,1622,0.0,0,0,1.0,0,1
1.0,12,7.0,1661,0.0,0,0,0.0,0,1
9.0,31,17.0,1616,0.0,0,0,0.0,0,1
1.0,9,4.0,1714,0.0,0,0,0.0,0,1
5.0,57,47.0,1682,0.0,0,0,0.66667,0,1
1.0,25,20.0,1683,0.0,0,0,1.0,0,1
1.0,7,2.0,1716,0.0,0,0,0.0,0,1
11.0,90,75.0,1628,0.0,0,0,0.0,0,1
8.0,459,443.0,1592,0.0,0,0,0.0,0,1
17.0,180,159.0,1599,0.0,0,0,0.0,0,1
12.0,77,60.0,1626,0.0,0,0,0.0,0,1
5.0,47,33.0,1633,0.0,0,0,0.0,0,1
4.0,32,18.0,1675,0.0,0,0,0.0,0,1
12.0,98,82.0,1613,0.0,0,0,1.0,0,1
5.0,39,27.0,1626,0.0,0,0,0.0,0,1
4.0,125,116.0,1614,0.0,0,0,0.0,0,1
6.0,62,52.0,1616,0.0,0,0,0.0,0,1
11.0,99,75.0,1627,0.0,0,0,0.0,0,1
76.0,717,629.0,264,0.0,0,0,0.0,0,1
25.0,154,122.0,1509,0.0,0,0,0.0,0,1
1.0,2,0.0,999,0.0,0,0,0.0,0,1
4.0,27,19.0,1626,0.0,0,0,1.0,0,1
12.0,49,32.0,1622,0.0,0,0,0.0,0,1
2.0,14,8.0,1681,0.0,0,0,0.0,0,1
1.0,20,14.0,1671,0.0,0,0,0.0,0,1
1.0,2,1.0,999,0.0,0,0,0.0,0,1
5.0,31,20.0,1634,0.0,0,0,0.0,0,1
10.0,68,48.0,1633,0.0,0,0,1.0,0,1
5.0,73,60.0,1644,0.0,0,0,0.5,0,1
30.0,272,235.0,1162,0.0,0,0,0.0,0,1
2.0,32,26.0,1677,0.0,0,0,0.0,0,1
4.0,58,47.0,1630,0.0,0,0,0.0,0,1
2.0,20,13.0,1673,0.0,0,0,0.0,0,1
2.0,373,364.0,1600,0.0,0,0,0.0,0,1
5.0,26,17.0,1630,0.0,0,0,0.0,0,1
22.0,139,112.0,1614,0.0,0,0,0.0,0,1
1.0,9,4.0,1714,0.0,0,0,0.0,0,1
5.0,38,29.0,1675,0.0,0,0,0.0,0,1
3.0,24,17.0,1679,0.0,0,0,0.0,0,1
2.0,13,8.0,1679,0.0,0,0,0.0,0,1
10.0,60,44.0,1677,0.0,0,0,0.33333,0,1
2.0,10,4.0,1714,0.0,0,0,0.0,0,1
1.0,21,17.0,1714,0.0,0,0,1.0,0,1
4.0,16,8.0,1681,0.0,0,0,0.0,0,1
3.0,3,0.0,999,0.0,0,0,0.0,0,1
31.0,199,163.0,1574,0.0,0,0,0.0,0,1
3.0,30,23.0,1680,0.0,0,0,0.66667,0,1
18.0,80,58.0,1614,0.0,0,0,0.0,0,1
3.0,32,23.0,1714,0.0,0,0,0.0,0,1
20.0,178,150.0,1610,0.0,0,0,0.0,0,1
23.0,153,123.0,1583,0.0,0,0,0.0,0,1
1.0,10,5.0,1714,0.0,0,0,0.0,0,1
1.0,7,3.0,1714,0.0,0,0,0.0,0,1
24.0,144,115.0,1600,0.0,0,0,0.0,0,1
21.0,164,137.0,1616,0.0,0,0,0.0,0,1
11.0,105,88.0,1639,0.0,0,0,1.0,0,1
1.0,7,2.0,1716,0.0,0,0,0.0,0,1
1.0,4,1.0,999,0.0,0,0,0.0,0,1
2.0,29,23.0,1715,0.0,0,0,0.0,0,1
7.0,40,29.0,1613,0.0,0,0,0.0,0,1
2.0,22,15.0,1669,0.0,0,0,1.0,0,1
1.0,5,2.0,999,0.0,0,0,0.0,0,1
1.0,154,148.0,1598,0.0,0,0,1.0,0,1
2.0,8,2.0,1714,0.0,0,0,0.0,0,1
5.0,27,17.0,1692,0.0,0,0,0.0,0,1
3.0,73,61.0,1298,11.66667,0,0,0.0,1,0
1.0,11,6.0,1714,0.0,0,0,1.0,0,1
5.0,58,47.0,1445,0.0,0,0,0.33333,0,1
14.0,101,79.0,1610,0.0,0,0,1.0,0,1
1.0,8,4.0,1694,0.0,0,0,0.0,0,1
3.0,13,6.0,1662,0.0,0,0,0.0,0,1
3.0,6,1.0,1652,0.0,0,0,0.0,0,1
6.0,59,49.0,1614,0.0,0,0,0.0,0,1
1.0,9,4.0,1714,0.0,0,0,0.0,0,1
1.0,4,1.0,999,0.0,0,0,0.0,0,1
8.0,88,76.0,1630,0.0,0,0,0.0,0,1
11.0,59,43.0,1592,0.0,0,0,0.0,0,1
22.0,193,158.0,1646,0.0,0,0,0.0,0,1
22.0,159,133.0,1602,0.0,0,0,0.0,0,1
1.0,290,284.0,1618,0.0,0,0,0.0,0,1
1.0,5,2.0,999,0.0,0,0,0.0,0,1
2.0,7,2.0,999,0.0,0,0,0.0,0,1
18.0,144,122.0,1591,0.0,0,0,0.0,0,1
5.0,77,64.0,1675,0.0,0,0,0.0,0,1
1.0,24,19.0,1716,0.0,0,0,1.0,0,1
1.0,8,3.0,1676,0.0,0,0,0.0,0,1
4.0,18,10.0,1716,0.0,0,0,0.0,0,1
5.0,71,61.0,1653,0.0,0,0,1.0,0,1
34.0,327,286.0,1607,0.0,0,0,0.0,0,1
23.0,126,99.0,1616,0.0,0,0,0.0,0,1
1.0,26,23.0,1629,0.0,0,0,1.0,0,1
9.0,87,73.0,1597,0.0,0,0,0.0,0,1
1.0,7,2.0,1716,0.0,0,0,0.0,0,1
2.0,38,32.0,1714,0.0,0,0,1.0,0,1
6.0,50,37.0,1611,0.0,0,0,0.0,0,1
1.0,14,11.0,1714,0.0,0,0,0.0,0,1
16.0,136,116.0,1611,0.0,0,0,0.0,0,1
3.0,23,16.0,1676,0.0,0,0,0.0,0,1
11.0,90,71.0,1605,0.0,0,0,0.0,0,1
9.0,61,47.0,1612,0.0,0,0,0.0,0,1
67.0,531,419.0,790,23.83333,0,0,1.0,5,0
1.0,19,13.0,892,0.0,0,0,0.0,0,1
21.0,202,170.0,181,2.61667,6,0,0.96296,1,0
1905.0,2901,972.0,999,0.0,2,0,1.0,0,0
24.0,305,239.0,888,0.0,2,0,0.66667,0,0
17.0,252,217.0,790,26.272725,0,0,1.0,5,0
51.0,470,401.0,489,27.5,0,0,0.83333,5,0
1.0,21,18.0,1656,0.0,0,0,0.0,0,1
46.0,437,359.0,889,0.0,2,0,0.66667,0,0
29.0,445,384.0,889,0.0,2,0,0.66667,0,0
37.0,368,305.0,854,0.0,2,0,0.66667,0,0
27.0,297,239.0,999,0.0,2,0,1.0,0,0
20.0,298,251.0,999,0.0,2,0,1.0,0,0
21.0,204,161.0,887,0.0,2,0,1.0,0,0
31.0,436,380.0,999,0.0,2,0,1.0,0,0
11.0,231,194.0,872,0.0,2,0,1.0,0,0
21.0,258,219.0,792,27.045455,0,0,1.0,5,0
81.0,542,405.0,873,0.0,2,0,1.0,0,0
17.0,332,295.0,504,19.333333333,2,0,1.0,2,0
22.0,368,320.0,879,0.0,2,0,1.0,0,0
3.0,11,3.0,999,0.0,0,0,0.0,0,1
29.0,438,384.0,1594,24.666666666,2,0,1.0,2,0
31.0,490,435.0,868,0.0,2,0,1.0,0,0
23.0,388,336.0,999,0.0,2,0,1.0,0,0
26.0,303,232.0,868,0.0,2,0,1.0,0,0
45.0,612,508.0,860,0.0,2,0,1.0,0,0
20.0,324,282.0,495,6.0,2,0,1.0,2,0
16.0,236,195.0,999,0.0,2,0,0.66667,0,0
33.0,383,326.0,872,0.0,2,0,1.0,0,0
38.0,539,476.0,879,0.0,2,0,1.0,0,0
1376.0,2474,1070.0,890,0.0,2,0,1.0,0,0
45.0,410,342.0,999,0.0,2,0,0.5,0,0
66.0,550,460.0,849,0.0,2,0,1.0,0,0
27.0,321,263.0,999,0.0,2,0,1.0,0,0
1.0,1,0.0,999,0.0,0,0,0.0,0,1
25.0,548,495.0,886,0.0,2,0,1.0,0,0
23.0,277,228.0,999,0.0,2,0,1.0,0,0
4.0,28,18.0,1676,0.0,0,0,0.0,0,1
33.0,406,336.0,999,0.0,2,0,1.0,0,0
8.0,111,100.0,39,0.0,3,0,1.0,0,0
24.0,314,261.0,999,0.0,2,0,1.0,0,0
32.0,297,243.0,999,23.333333333,2,0,1.0,2,0
36.0,223,168.0,792,23.0,0,0,1.0,5,0
32.0,353,296.0,889,0.0,2,0,1.0,0,0
12.0,215,187.0,123,27.7,2,0,0.85714,4,0
34.0,306,248.0,790,27.59091,0,0,0.33333,5,0
26.0,292,242.0,999,0.0,2,0,0.66667,0,0
27.0,352,301.0,999,0.0,2,0,1.0,0,0
17.0,320,274.0,999,0.0,2,0,1.0,0,0
35.0,498,426.0,999,0.0,2,0,1.0,0,0
61.0,401,320.0,772,19.272725,0,0,1.0,6,0
57.0,584,487.0,999,0.0,2,0,1.0,0,0
2.0,30,24.0,999,0.0,0,0,0.0,0,1
20.0,184,141.0,999,0.0,2,0,1.0,0,0
68.0,557,421.0,782,17.878785,0,0,0.84615,5,0
40.0,431,365.0,999,0.0,2,0,0.875,0,0
65.0,624,514.0,999,4.0,2,0,1.0,2,0
11.0,214,177.0,999,0.0,2,0,1.0,0,0
2.0,38,32.0,1579,0.0,0,0,0.0,0,1
1.0,7,2.0,869,0.0,0,0,0.0,0,1
1.0,16,11.0,1717,0.0,0,0,0.0,0,1
6.0,32,22.0,1288,0.0,0,0,0.0,0,1
1.0,11,6.0,1406,0.0,0,0,0.0,0,1
19.0,221,188.0,1268,0.0,6,0,1.0,0,0
16.0,953,863.0,1633,0.0,0,0,0.0,0,1
25.0,230,194.0,1608,0.0,5,0,1.0,0,0
25.0,287,247.0,1606,0.0,6,0,1.0,0,0
35.0,321,241.0,1606,0.0,6,0,1.0,0,0
26.0,170,136.0,1605,0.0,4,0,0.75,0,0
22.0,157,126.0,1606,0.0,5,0,0.92308,0,0
