userid,activity_count,login_count,resources_viewed,days_inactive,average_grade,assignments_submitted,forum_posts,completion_rate,quiz_attempts_count
43876,26,3.0,18.0,1731,0.0,0,0,0.0,0
43877,1390,147.0,1235.0,44,0.0,0,0,0.0,0
44418,47,5.0,35.0,1726,0.0,0,0,0.0,0
45580,16,1.0,11.0,1716,0.0,0,0,0.0,0
45591,7,1.0,4.0,1706,0.0,0,0,0.0,0
45594,37,5.0,23.0,1719,0.0,0,0,0.0,0
45599,21,2.0,15.0,1675,0.0,0,0,0.0,0
45605,40,3.0,32.0,1698,0.0,0,0,0.0,0
45611,10,1.0,5.0,1724,0.0,0,0,0.0,0
45615,25,6.0,15.0,1457,0.0,0,0,0.0,0
45617,2,1.0,0.0,999,0.0,0,0,0.0,0
45621,77,3.0,61.0,1720,0.0,0,0,0.0,0
45622,7,1.0,2.0,1725,0.0,0,0,0.0,0
45623,44,5.0,35.0,1641,0.0,0,0,1.0,0
45624,42,5.0,31.0,1623,0.0,0,0,1.0,0
45627,43,6.0,30.0,1645,0.0,0,0,0.5,0
45628,37,3.0,26.0,1682,0.0,0,0,1.0,0
45629,53,4.0,44.0,1682,0.0,0,0,0.0,0
45631,29,1.0,24.0,1714,0.0,0,0,1.0,0
45632,110,13.0,88.0,1592,0.0,0,0,0.0,0
45634,4,2.0,1.0,999,0.0,0,0,0.0,0
45636,10,1.0,7.0,1714,0.0,0,0,0.0,0
45637,122,20.0,97.0,1618,0.0,0,0,0.0,0
45638,35,6.0,25.0,1630,0.0,0,0,1.0,0
45643,4,4.0,0.0,999,0.0,0,0,0.0,0
45644,78,7.0,63.0,1671,0.0,0,0,1.0,0
45645,40,1.0,37.0,1646,0.0,0,0,0.66667,0
45648,1,1.0,0.0,999,0.0,0,0,0.0,0
45649,1,1.0,0.0,999,0.0,0,0,0.0,0
45650,16,2.0,10.0,1712,0.0,0,0,0.0,0
45651,1,1.0,0.0,999,0.0,0,0,0.0,0
45653,5,1.0,2.0,1714,0.0,0,0,0.0,0
45654,42,5.0,28.0,1677,0.0,0,0,0.0,0
45655,118,14.0,99.0,1602,0.0,0,0,0.0,0
45656,25,3.0,16.0,1716,0.0,0,0,0.0,0
45658,60,11.0,45.0,1600,0.0,0,0,0.0,0
45659,76,5.0,62.0,1614,0.0,0,0,0.0,0
45660,109,14.0,91.0,1622,0.0,0,0,0.0,0
45661,1,1.0,0.0,999,0.0,0,0,0.0,0
45662,13,3.0,4.0,1658,0.0,0,0,0.0,0
45663,42,4.0,32.0,1639,0.0,0,0,1.0,0
45665,9,1.0,3.0,1655,0.0,0,0,0.0,0
45666,3,3.0,0.0,999,0.0,0,0,0.0,0
45667,2,1.0,0.0,999,0.0,0,0,0.0,0
45668,11,1.0,6.0,1642,0.0,0,0,1.0,0
45671,15,2.0,9.0,1710,0.0,0,0,0.0,0
45672,18,1.0,14.0,1716,0.0,0,0,0.0,0
45676,119,12.0,98.0,1393,0.0,0,0,0.0,0
45677,108,16.0,88.0,1614,0.0,0,0,0.0,0
45683,46,9.0,33.0,1631,0.0,0,0,0.0,0
45684,128,17.0,105.0,939,0.0,0,0,0.0,0
45686,175,11.0,148.0,1298,11.25,0,0,1.0,3
45687,26,1.0,22.0,1714,0.0,0,0,0.0,0
45688,45,7.0,30.0,1618,0.0,0,0,0.0,0
45689,43,3.0,36.0,1646,0.0,0,0,0.0,0
45690,181,42.0,130.0,30,0.0,0,0,1.0,0
45691,20,3.0,11.0,1675,0.0,0,0,0.0,0
45693,21,5.0,11.0,1675,0.0,0,0,0.0,0
45695,229,32.0,189.0,1596,0.0,0,0,0.25,0
45699,73,13.0,56.0,1612,0.0,0,0,0.0,0
45700,32,1.0,29.0,1714,0.0,0,0,0.0,0
45702,49,3.0,38.0,1707,0.0,0,0,1.0,0
45703,13,2.0,7.0,1694,0.0,0,0,0.0,0
45707,5,1.0,1.0,999,0.0,0,0,0.0,0
45710,7,1.0,4.0,1714,0.0,0,0,0.0,0
45712,190,22.0,164.0,1627,0.0,0,0,0.0,0
45714,13,1.0,10.0,1681,0.0,0,0,0.0,0
45716,10,2.0,5.0,1673,0.0,0,0,0.0,0
45718,4,1.0,1.0,999,0.0,0,0,0.0,0
45720,6,1.0,2.0,1716,0.0,0,0,0.0,0
45721,1,1.0,0.0,999,0.0,0,0,0.0,0
45723,31,5.0,22.0,1614,0.0,0,0,0.0,0
45724,12,2.0,6.0,1676,0.0,0,0,1.0,0
45725,37,2.0,31.0,1677,0.0,0,0,0.0,0
45730,7,3.0,2.0,999,0.0,0,0,0.0,0
45733,4,1.0,1.0,1675,0.0,0,0,0.0,0
45734,8,1.0,3.0,1716,0.0,0,0,0.0,0
45737,26,4.0,13.0,1677,0.0,0,0,0.0,0
45740,6,2.0,2.0,999,0.0,0,0,0.0,0
45742,20,3.0,13.0,1670,0.0,0,0,0.0,0
45745,64,6.0,52.0,1631,0.0,0,0,0.0,0
45746,6,5.0,0.0,999,0.0,0,0,0.0,0
45747,182,27.0,127.0,1574,0.0,0,0,0.0,0
45750,49,6.0,38.0,1619,0.0,0,0,0.0,0
45752,10,1.0,4.0,1716,0.0,0,0,0.0,0
45753,164,17.0,142.0,1607,0.0,0,0,0.0,0
45756,214,26.0,184.0,1220,0.0,0,0,0.5,0
45760,129,1.0,122.0,1614,0.0,0,0,0.0,0
45762,62,10.0,36.0,1623,0.0,0,0,0.0,0
45763,453,45.0,384.0,891,0.0,2,0,1.0,0
45767,192,20.0,161.0,832,0.0,0,0,0.0,0
45768,72,6.0,59.0,1629,0.0,0,0,0.0,0
45769,18,3.0,9.0,1651,0.0,0,0,0.0,0
45770,152,25.0,123.0,1513,0.0,0,0,0.0,0
45771,139,16.0,117.0,1230,0.0,0,0,0.0,0
45772,15,1.0,9.0,1716,0.0,0,0,0.0,0
45773,4,2.0,0.0,999,0.0,0,0,0.0,0
45774,10,1.0,5.0,1661,0.0,0,0,0.0,0
45775,2,2.0,0.0,999,0.0,0,0,0.0,0
45776,101,13.0,84.0,1614,0.0,0,0,1.0,0
45777,200,9.0,179.0,1298,10.5,0,0,1.0,2
45778,15,1.0,9.0,1675,0.0,0,0,0.0,0
45779,212,35.0,167.0,1608,0.0,0,0,0.0,0
45781,17,2.0,11.0,1716,0.0,0,0,0.0,0
45782,84,12.0,60.0,1616,0.0,0,0,0.0,0
45783,11,1.0,5.0,1714,0.0,0,0,0.33333,0
45784,12,1.0,8.0,1714,0.0,0,0,0.0,0
45785,397,60.0,331.0,1614,0.0,0,0,0.9375,0
45787,14,2.0,7.0,1675,0.0,0,0,0.0,0
45788,1,1.0,0.0,999,0.0,0,0,0.0,0
45789,170,3.0,161.0,1622,0.0,0,0,1.0,0
45790,12,1.0,7.0,1661,0.0,0,0,0.0,0
45791,31,9.0,17.0,1616,0.0,0,0,0.0,0
45793,9,1.0,4.0,1714,0.0,0,0,0.0,0
45796,57,5.0,47.0,1682,0.0,0,0,0.66667,0
45798,25,1.0,20.0,1683,0.0,0,0,1.0,0
45800,7,1.0,2.0,1716,0.0,0,0,0.0,0
45801,90,11.0,75.0,1628,0.0,0,0,0.0,0
45805,459,8.0,443.0,1592,0.0,0,0,0.0,0
45806,180,17.0,159.0,1599,0.0,0,0,0.0,0
45807,77,12.0,60.0,1626,0.0,0,0,0.0,0
45808,47,5.0,33.0,1633,0.0,0,0,0.0,0
45809,32,4.0,18.0,1675,0.0,0,0,0.0,0
45810,98,12.0,82.0,1613,0.0,0,0,1.0,0
45811,39,5.0,27.0,1626,0.0,0,0,0.0,0
45813,125,4.0,116.0,1614,0.0,0,0,0.0,0
45814,62,6.0,52.0,1616,0.0,0,0,0.0,0
45816,99,11.0,75.0,1627,0.0,0,0,0.0,0
45818,717,76.0,629.0,264,0.0,0,0,0.0,0
45819,154,25.0,122.0,1509,0.0,0,0,0.0,0
45821,2,1.0,0.0,999,0.0,0,0,0.0,0
45823,27,4.0,19.0,1626,0.0,0,0,1.0,0
45826,49,12.0,32.0,1622,0.0,0,0,0.0,0
45827,14,2.0,8.0,1681,0.0,0,0,0.0,0
45828,20,1.0,14.0,1671,0.0,0,0,0.0,0
45829,2,1.0,1.0,999,0.0,0,0,0.0,0
45831,31,5.0,20.0,1634,0.0,0,0,0.0,0
45832,68,10.0,48.0,1633,0.0,0,0,1.0,0
45833,73,5.0,60.0,1644,0.0,0,0,0.5,0
45836,272,30.0,235.0,1162,0.0,0,0,0.0,0
45838,32,2.0,26.0,1677,0.0,0,0,0.0,0
45839,58,4.0,47.0,1630,0.0,0,0,0.0,0
45840,20,2.0,13.0,1673,0.0,0,0,0.0,0
45841,373,2.0,364.0,1600,0.0,0,0,0.0,0
45842,26,5.0,17.0,1630,0.0,0,0,0.0,0
45843,139,22.0,112.0,1614,0.0,0,0,0.0,0
45844,9,1.0,4.0,1714,0.0,0,0,0.0,0
45845,38,5.0,29.0,1675,0.0,0,0,0.0,0
45848,24,3.0,17.0,1679,0.0,0,0,0.0,0
45849,13,2.0,8.0,1679,0.0,0,0,0.0,0
45850,60,10.0,44.0,1677,0.0,0,0,0.33333,0
45851,10,2.0,4.0,1714,0.0,0,0,0.0,0
45852,21,1.0,17.0,1714,0.0,0,0,1.0,0
45854,16,4.0,8.0,1681,0.0,0,0,0.0,0
45855,3,3.0,0.0,999,0.0,0,0,0.0,0
45857,199,31.0,163.0,1574,0.0,0,0,0.0,0
45858,30,3.0,23.0,1680,0.0,0,0,0.66667,0
45859,80,18.0,58.0,1614,0.0,0,0,0.0,0
45863,32,3.0,23.0,1714,0.0,0,0,0.0,0
45868,178,20.0,150.0,1610,0.0,0,0,0.0,0
45870,153,23.0,123.0,1583,0.0,0,0,0.0,0
45871,10,1.0,5.0,1714,0.0,0,0,0.0,0
45872,7,1.0,3.0,1714,0.0,0,0,0.0,0
45875,144,24.0,115.0,1600,0.0,0,0,0.0,0
45877,164,21.0,137.0,1616,0.0,0,0,0.0,0
45878,105,11.0,88.0,1639,0.0,0,0,1.0,0
45879,7,1.0,2.0,1716,0.0,0,0,0.0,0
45881,4,1.0,1.0,999,0.0,0,0,0.0,0
45882,29,2.0,23.0,1715,0.0,0,0,0.0,0
45883,40,7.0,29.0,1613,0.0,0,0,0.0,0
45885,22,2.0,15.0,1669,0.0,0,0,1.0,0
45889,5,1.0,2.0,999,0.0,0,0,0.0,0
45892,154,1.0,148.0,1598,0.0,0,0,1.0,0
45893,8,2.0,2.0,1714,0.0,0,0,0.0,0
45894,27,5.0,17.0,1692,0.0,0,0,0.0,0
45895,73,3.0,61.0,1298,11.66667,0,0,0.0,1
45898,11,1.0,6.0,1714,0.0,0,0,1.0,0
45899,58,5.0,47.0,1445,0.0,0,0,0.33333,0
45900,101,14.0,79.0,1610,0.0,0,0,1.0,0
45901,8,1.0,4.0,1694,0.0,0,0,0.0,0
45902,13,3.0,6.0,1662,0.0,0,0,0.0,0
45903,6,3.0,1.0,1652,0.0,0,0,0.0,0
45904,59,6.0,49.0,1614,0.0,0,0,0.0,0
45905,9,1.0,4.0,1714,0.0,0,0,0.0,0
45908,4,1.0,1.0,999,0.0,0,0,0.0,0
45909,88,8.0,76.0,1630,0.0,0,0,0.0,0
45910,59,11.0,43.0,1592,0.0,0,0,0.0,0
45913,193,22.0,158.0,1646,0.0,0,0,0.0,0
45915,159,22.0,133.0,1602,0.0,0,0,0.0,0
45916,290,1.0,284.0,1618,0.0,0,0,0.0,0
45917,5,1.0,2.0,999,0.0,0,0,0.0,0
45918,7,2.0,2.0,999,0.0,0,0,0.0,0
45921,144,18.0,122.0,1591,0.0,0,0,0.0,0
45922,77,5.0,64.0,1675,0.0,0,0,0.0,0
45924,24,1.0,19.0,1716,0.0,0,0,1.0,0
45925,8,1.0,3.0,1676,0.0,0,0,0.0,0
45926,18,4.0,10.0,1716,0.0,0,0,0.0,0
45927,71,5.0,61.0,1653,0.0,0,0,1.0,0
45928,327,34.0,286.0,1607,0.0,0,0,0.0,0
45929,126,23.0,99.0,1616,0.0,0,0,0.0,0
45930,26,1.0,23.0,1629,0.0,0,0,1.0,0
45934,87,9.0,73.0,1597,0.0,0,0,0.0,0
45936,7,1.0,2.0,1716,0.0,0,0,0.0,0
45938,38,2.0,32.0,1714,0.0,0,0,1.0,0
45939,50,6.0,37.0,1611,0.0,0,0,0.0,0
45942,14,1.0,11.0,1714,0.0,0,0,0.0,0
45944,136,16.0,116.0,1611,0.0,0,0,0.0,0
45945,23,3.0,16.0,1676,0.0,0,0,0.0,0
45948,90,11.0,71.0,1605,0.0,0,0,0.0,0
45949,61,9.0,47.0,1612,0.0,0,0,0.0,0
45950,531,67.0,419.0,790,23.83333,0,0,1.0,5
45963,19,1.0,13.0,892,0.0,0,0,0.0,0
45964,202,21.0,170.0,181,2.61667,6,0,0.96296,1
45975,2901,1905.0,972.0,999,0.0,2,0,1.0,0
45984,305,24.0,239.0,888,0.0,2,0,0.66667,0
45988,252,17.0,217.0,790,26.272725,0,0,1.0,5
45995,470,51.0,401.0,489,27.5,0,0,0.83333,5
45998,21,1.0,18.0,1656,0.0,0,0,0.0,0
46002,437,46.0,359.0,889,0.0,2,0,0.66667,0
46003,445,29.0,384.0,889,0.0,2,0,0.66667,0
46011,368,37.0,305.0,854,0.0,2,0,0.66667,0
46012,297,27.0,239.0,999,0.0,2,0,1.0,0
46013,298,20.0,251.0,999,0.0,2,0,1.0,0
46014,204,21.0,161.0,887,0.0,2,0,1.0,0
46020,436,31.0,380.0,999,0.0,2,0,1.0,0
46027,231,11.0,194.0,872,0.0,2,0,1.0,0
46032,258,21.0,219.0,792,27.045455,0,0,1.0,5
46033,542,81.0,405.0,873,0.0,2,0,1.0,0
46036,332,17.0,295.0,504,19.333333333,2,0,1.0,2
46040,368,22.0,320.0,879,0.0,2,0,1.0,0
46043,11,3.0,3.0,999,0.0,0,0,0.0,0
46046,438,29.0,384.0,1594,24.666666666,2,0,1.0,2
46053,490,31.0,435.0,868,0.0,2,0,1.0,0
46069,388,23.0,336.0,999,0.0,2,0,1.0,0
46071,303,26.0,232.0,868,0.0,2,0,1.0,0
46074,612,45.0,508.0,860,0.0,2,0,1.0,0
46076,324,20.0,282.0,495,6.0,2,0,1.0,2
46084,236,16.0,195.0,999,0.0,2,0,0.66667,0
46087,383,33.0,326.0,872,0.0,2,0,1.0,0
46090,539,38.0,476.0,879,0.0,2,0,1.0,0
46092,2474,1376.0,1070.0,890,0.0,2,0,1.0,0
46093,410,45.0,342.0,999,0.0,2,0,0.5,0
46094,550,66.0,460.0,849,0.0,2,0,1.0,0
46097,321,27.0,263.0,999,0.0,2,0,1.0,0
46105,1,1.0,0.0,999,0.0,0,0,0.0,0
46110,548,25.0,495.0,886,0.0,2,0,1.0,0
46113,277,23.0,228.0,999,0.0,2,0,1.0,0
46117,28,4.0,18.0,1676,0.0,0,0,0.0,0
46126,406,33.0,336.0,999,0.0,2,0,1.0,0
46127,111,8.0,100.0,39,0.0,3,0,1.0,0
46129,314,24.0,261.0,999,0.0,2,0,1.0,0
46133,297,32.0,243.0,999,23.333333333,2,0,1.0,2
46135,223,36.0,168.0,792,23.0,0,0,1.0,5
46145,353,32.0,296.0,889,0.0,2,0,1.0,0
46148,215,12.0,187.0,123,27.7,2,0,0.85714,4
46149,306,34.0,248.0,790,27.59091,0,0,0.33333,5
46163,292,26.0,242.0,999,0.0,2,0,0.66667,0
46168,352,27.0,301.0,999,0.0,2,0,1.0,0
46170,320,17.0,274.0,999,0.0,2,0,1.0,0
46176,498,35.0,426.0,999,0.0,2,0,1.0,0
46181,401,61.0,320.0,772,19.272725,0,0,1.0,6
46188,584,57.0,487.0,999,0.0,2,0,1.0,0
46189,30,2.0,24.0,999,0.0,0,0,0.0,0
46191,184,20.0,141.0,999,0.0,2,0,1.0,0
46196,557,68.0,421.0,782,17.878785,0,0,0.84615,5
46197,431,40.0,365.0,999,0.0,2,0,0.875,0
46201,624,65.0,514.0,999,4.0,2,0,1.0,2
46202,214,11.0,177.0,999,0.0,2,0,1.0,0
46208,38,2.0,32.0,1579,0.0,0,0,0.0,0
46211,7,1.0,2.0,869,0.0,0,0,0.0,0
46217,16,1.0,11.0,1717,0.0,0,0,0.0,0
46232,32,6.0,22.0,1288,0.0,0,0,0.0,0
46376,11,1.0,6.0,1406,0.0,0,0,0.0,0
46430,221,19.0,188.0,1268,0.0,6,0,1.0,0
46431,953,16.0,863.0,1633,0.0,0,0,0.0,0
46432,230,25.0,194.0,1608,0.0,5,0,1.0,0
46433,287,25.0,247.0,1606,0.0,6,0,1.0,0
46434,321,35.0,241.0,1606,0.0,6,0,1.0,0
46435,170,26.0,136.0,1605,0.0,4,0,0.75,0
46436,157,22.0,126.0,1606,0.0,5,0,0.92308,0
46437,182,16.0,156.0,1597,0.0,6,0,1.0,0
46438,227,21.0,174.0,1608,0.0,6,0,1.0,0
46439,159,16.0,131.0,1606,0.0,4,0,1.0,0
46440,116,9.0,57.0,1308,0.0,0,0,0.0,0
46442,1059,113.0,902.0,1482,21.7242825,1,0,0.5,10
46443,949,90.0,811.0,1479,24.808691428,1,0,1.0,12
46444,773,76.0,648.0,1483,17.625054285,1,0,1.0,11
46445,4773,2185.0,2532.0,998,23.79091,1,0,1.0,11
46446,677,73.0,558.0,1514,16.277237142,0,0,1.0,9
46447,1517,155.0,1302.0,1274,20.3972325,1,0,1.0,11
46448,1194,105.0,1043.0,497,16.570255,1,0,0.5,10
46449,1467,137.0,1287.0,1487,11.368365714,1,0,1.0,10
46450,1416,70.0,1290.0,1271,7.245014285,1,0,1.0,11
46451,8427,5200.0,3164.0,1508,18.5721275,1,0,1.0,10
46452,11716,900.0,8684.0,1,0.0,0,10,0.5,2
46453,158,21.0,133.0,1403,0.0,0,0,0.58824,0
46459,9,2.0,3.0,999,0.0,0,0,0.0,0
46460,5,1.0,1.0,999,0.0,0,0,0.0,0
46462,78,17.0,57.0,1591,0.0,0,0,0.0,0
46463,110,22.0,62.0,1572,0.0,0,0,0.0,0
46464,33,5.0,23.0,1615,0.0,0,0,0.0,0
46469,463,22.0,427.0,916,0.0,8,0,1.0,0
46471,388,34.0,320.0,917,0.0,3,0,1.0,0
46474,273,21.0,243.0,917,0.0,4,0,1.0,0
46478,460,49.0,399.0,913,0.0,4,0,1.0,0
46481,494,29.0,445.0,898,0.0,8,0,1.0,0
46486,311,24.0,260.0,999,0.0,2,0,1.0,1
46487,535,38.0,386.0,1480,0.0,1,0,1.0,1
46488,417,34.0,312.0,1510,0.0,1,0,1.0,1
46489,467,38.0,391.0,1534,0.0,1,0,1.0,1
46490,357,33.0,291.0,1517,0.0,0,0,1.0,1
46491,373,38.0,302.0,1533,0.0,0,0,1.0,1
46492,245,19.0,199.0,1525,0.0,0,0,1.0,1
46493,227,23.0,188.0,1582,0.0,2,0,1.0,1
46494,4042,2249.0,1753.0,999,0.0,0,0,1.0,1
46495,381,46.0,303.0,284,0.0,1,0,1.0,1
46511,100,17.0,79.0,1597,0.0,0,0,0.0,0
46512,2638,1714.0,915.0,1015,0.0,0,0,0.0,0
46514,40,4.0,32.0,1633,0.0,0,0,0.0,0
46515,44,5.0,33.0,1628,0.0,0,0,0.0,0
46516,7,1.0,4.0,999,0.0,0,0,0.0,0
46517,12,1.0,9.0,999,0.0,0,0,0.0,0
46518,415,42.0,342.0,999,0.0,0,0,0.0,0
46519,372,45.0,295.0,999,0.0,0,0,1.0,0
46520,307,36.0,249.0,999,0.0,0,0,0.0,0
46521,464,42.0,384.0,999,0.0,0,0,1.0,0
46522,516,56.0,390.0,999,0.0,0,0,1.0,0
46523,348,39.0,287.0,999,0.0,0,0,0.0,0
46524,1714,78.0,1456.0,999,0.0,0,0,1.0,2
46525,762,30.0,723.0,1153,0.0,0,0,0.0,0
46526,452,42.0,388.0,1457,5.0,5,0,1.0,3
46527,448,23.0,404.0,1457,7.0,6,0,1.0,1
46528,408,37.0,335.0,1457,6.0,8,0,1.0,1
46529,551,62.0,472.0,1393,6.0,8,0,1.0,2
46530,274,24.0,225.0,1457,7.0,9,0,1.0,2
46531,423,28.0,377.0,1394,3.0,7,0,1.0,2
46532,554,50.0,480.0,1395,6.0,9,0,0.9,3
46533,426,33.0,374.0,1457,4.0,9,0,1.0,1
46534,196,23.0,159.0,1457,4.0,7,0,1.0,1
46535,364,34.0,302.0,1457,2.0,8,0,1.0,4
46537,42,1.0,34.0,1298,10.33333,0,0,0.0,1
46538,89,3.0,77.0,1298,12.22222,0,0,0.0,2
46539,70,3.0,59.0,1298,11.875,0,0,0.0,2
46540,97,4.0,82.0,1298,12.666665,0,0,0.0,3
46541,1798,1023.0,764.0,914,10.541665,0,0,0.0,2
46542,67,4.0,50.0,1298,9.041665,0,0,0.0,2
46543,73,1.0,65.0,1298,20.0,0,0,0.0,1
46544,97,3.0,74.0,1298,9.028572,0,0,0.66667,5
46547,84,3.0,70.0,1298,9.875,0,0,0.0,2
46548,2,1.0,0.0,999,0.0,0,0,0.0,0
46549,63,3.0,50.0,1298,14.041665,0,0,0.0,2
46550,119,5.0,98.0,1294,10.375,0,0,0.33333,2
46551,64,3.0,52.0,1298,19.33333,0,0,0.0,1
46553,656,38.0,585.0,174,11.85,6,0,1.0,4
46554,49,3.0,34.0,1298,9.875,0,0,0.0,2
46555,49,4.0,36.0,1298,10.708335,0,0,0.0,2
46556,31,2.0,24.0,1298,13.33333,0,0,0.0,1
46557,65,4.0,45.0,1296,13.833335,0,0,0.0,3
46558,15,1.0,7.0,1303,3.75,0,0,1.0,1
46559,66,3.0,53.0,1298,9.875,0,0,0.0,2
46560,102,10.0,75.0,1295,12.666665,0,0,1.0,4
46561,504,52.0,411.0,169,12.555556666,6,0,0.57143,5
46564,684,479.0,195.0,1298,10.75,0,0,0.0,2
46565,208,16.0,165.0,38,14.166665,3,0,0.5,5
46566,61,1.0,53.0,1298,15.66667,0,0,0.5,1
46567,364,23.0,319.0,35,11.833335,3,0,1.0,3
46568,63,4.0,49.0,1298,5.875,0,0,1.0,2
46569,101,3.0,84.0,1298,10.166665,0,0,0.0,3
46570,164,22.0,126.0,67,7.166665,0,0,0.66667,2
46571,37,1.0,32.0,1298,19.33333,0,0,0.0,1
46572,6,1.0,2.0,1298,0.0,0,0,0.0,0
46575,37,1.0,32.0,1298,19.33333,0,0,0.0,1
46576,72,1.0,64.0,1298,19.33333,0,0,1.0,1
46577,55,2.0,37.0,1298,14.333335,0,0,0.0,4
46578,1921,1173.0,738.0,1298,10.5,0,0,0.0,2
46579,74,3.0,65.0,1298,17.66667,0,0,0.0,1
46580,157,4.0,134.0,1298,14.833335,0,0,0.0,4
46581,76,2.0,61.0,1298,12.375,0,0,1.0,3
46582,92,5.0,74.0,1296,12.5,0,0,0.5,3
46583,72,2.0,57.0,1298,10.041665,0,0,0.0,3
46584,94,3.0,78.0,1298,14.5,0,0,0.0,3
46585,57,4.0,43.0,1298,10.33333,0,0,1.0,1
46586,44,4.0,35.0,1298,19.66667,0,0,0.0,1
46587,100,6.0,84.0,1298,8.541665,0,0,0.0,2
46588,250,25.0,195.0,518,12.333334285,2,0,1.0,4
46589,80,6.0,64.0,1296,9.708335,0,0,0.0,2
46590,34,2.0,24.0,1298,17.33333,0,0,1.0,1
46591,437,38.0,341.0,172,12.666666666,5,0,0.85714,5
46592,33,1.0,27.0,1298,14.33333,0,0,1.0,1
46593,409,44.0,341.0,172,10.805556666,5,0,1.0,3
46594,3,1.0,1.0,999,0.0,0,0,0.0,0
46595,115,3.0,97.0,1298,10.791665,0,0,0.0,3
46596,54,3.0,40.0,1298,9.416665,0,0,1.0,2
46597,121,5.0,105.0,1298,11.208335,0,0,1.0,2
46598,70,3.0,56.0,1298,8.375,0,0,1.0,2
46599,30,1.0,24.0,1298,10.0,0,0,0.0,1
46600,54,5.0,38.0,1298,9.375,0,0,0.0,2
46601,43,4.0,33.0,1298,0.0,0,0,1.0,0
46602,113,11.0,92.0,1296,11.208335,0,0,0.0,2
46603,108,5.0,90.0,1296,11.541665,0,0,1.0,3
46604,62,1.0,54.0,1298,15.33333,0,0,0.0,1
46605,59,1.0,52.0,1298,16.33333,0,0,0.0,1
46606,592,336.0,245.0,1298,11.875,0,0,1.0,2
46607,76,2.0,67.0,1298,15.0,0,0,0.0,1
46608,74,1.0,65.0,1298,19.33333,0,0,0.0,1
46609,56,4.0,37.0,1298,7.875,0,0,0.0,2
46610,197,13.0,162.0,35,14.833335,3,0,1.0,3
46611,76,3.0,58.0,1298,9.0,0,0,1.0,2
46612,91,3.0,80.0,1298,12.5,0,0,0.0,2
46613,78,2.0,56.0,1298,12.166665,0,0,1.0,4
46614,4481,2394.0,2073.0,83,15.0,0,0,0.0,3
46615,33,3.0,21.0,1298,5.375,0,0,0.0,2
46616,93,5.0,74.0,1262,14.166665,0,0,1.0,3
46618,159,10.0,131.0,1296,15.333332,0,0,0.0,4
46619,91,2.0,77.0,1298,11.375,0,0,0.0,2
46620,76,2.0,64.0,1298,11.875,0,0,1.0,2
46621,63,2.0,50.0,1298,11.041665,0,0,0.0,2
46623,87,2.0,75.0,1298,11.375,0,0,1.0,2
46624,63,3.0,48.0,1298,10.375,0,0,0.0,2
46625,49,3.0,32.0,1298,13.0,0,0,0.0,1
46626,79,3.0,56.0,1296,12.0,0,0,0.5,5
46627,37,2.0,28.0,1298,17.33333,0,0,0.0,1
46628,115,4.0,94.0,1296,13.07936,0,0,1.0,2
46630,60,3.0,46.0,1298,11.541665,0,0,0.0,2
46631,136,2.0,124.0,1298,8.541665,0,0,0.0,2
46632,47,3.0,36.0,1298,20.0,0,0,1.0,1
46634,96,6.0,79.0,1296,11.875,0,0,0.66667,2
46635,81,5.0,67.0,1293,12.625,0,0,0.0,2
46636,108,3.0,83.0,1298,12.958335,0,0,0.0,7
46637,54,3.0,40.0,1298,8.708335,0,0,1.0,2
46638,59,4.0,44.0,1298,11.541665,0,0,0.0,2
46639,171,3.0,157.0,1291,14.5,0,0,1.0,2
46640,116,4.0,100.0,1281,10.541665,0,0,0.0,2
46641,77,5.0,61.0,1298,9.791665,0,0,1.0,2
46642,68,6.0,52.0,1296,11.083335,0,0,0.66667,2
46643,116,5.0,98.0,1298,11.541665,0,0,0.5,3
46644,58,2.0,43.0,1298,10.041665,0,0,1.0,2
46645,80,2.0,68.0,1298,11.791665,0,0,1.0,2
46646,45,3.0,32.0,1298,8.208335,0,0,0.66667,2
46647,92,7.0,75.0,1298,6.875,0,0,0.0,2
46649,74,1.0,68.0,1298,17.33333,0,0,0.0,1
46650,41,3.0,28.0,1298,10.541665,0,0,0.0,2
46651,56,2.0,42.0,1298,8.416665,0,0,0.0,2
46652,80,6.0,61.0,1298,8.875,0,0,0.0,2
46653,67,1.0,62.0,1298,19.0,0,0,0.0,1
46654,87,6.0,70.0,1298,7.375,0,0,1.0,2
46655,86,5.0,63.0,1298,14.166665,0,0,1.0,3
46656,74,4.0,57.0,1296,13.666665,0,0,1.0,3
46657,105,3.0,91.0,1298,8.875,0,0,0.5,2
46658,72,5.0,55.0,1298,9.041665,0,0,0.0,2
46659,62,1.0,54.0,1298,16.66667,0,0,1.0,1
46660,50,1.0,42.0,1298,13.33333,0,0,0.0,1
46661,56,1.0,47.0,1298,15.33333,0,0,1.0,1
46662,43,2.0,34.0,1298,5.0,0,0,1.0,1
46663,28,1.0,24.0,1298,11.33333,0,0,0.0,1
46664,30,2.0,23.0,1298,15.33333,0,0,0.0,1
46665,90,3.0,77.0,1298,11.375,0,0,0.0,2
46666,84,2.0,70.0,1298,9.375,0,0,0.5,2
46667,64,2.0,47.0,1298,11.833335,0,0,0.0,3
46668,35,1.0,27.0,1298,16.66667,0,0,0.0,1
46669,95,4.0,83.0,1298,8.041665,0,0,0.0,2
46670,74,3.0,59.0,1298,11.875,0,0,1.0,2
